>Example/fasta_files/Example.fasta	616	682
Asclepiaslongifolia940-10025	615	682	['10', '10', '10', '10', '10', '10', '10', '14', '14', '14', '14', '14', '13', '13', '13', '13', '13', '13', '13', '13', '13', '13', '13', '14', '13', '13', '13', '13', '14', '14', '13', '12', '12', '12', '12', '12', '12', '11', '11', '11', '13', '13', '12', '12', '13', '13', '13', '12', '10', '10', '10', '10', '10', '10', '11', '11', '11', '11', '11', '11', '11', '11', '11', '11', '11', '11', '11']	605	692	['11', '11', '11', '11', '11', '12', '11', '10', '10', '10', '10', '10', '10', '10', '10', '10', '10', '14', '14', '14', '14', '14', '13', '13', '13', '13', '13', '13', '13', '13', '13', '13', '13', '14', '13', '13', '13', '13', '14', '14', '13', '12', '12', '12', '12', '12', '12', '11', '11', '11', '13', '13', '12', '12', '13', '13', '13', '12', '10', '10', '10', '10', '10', '10', '11', '11', '11', '11', '11', '11', '11', '11', '11', '11', '11', '11', '11', '11', '11', '11', '11', '10', '10', '10', '10', '10', '10']
Asclepiasnyctaginifolia584-10025	616	683	['24', '25', '25', '22', '22', '24', '26', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '28', '27', '26', '24', '24', '24', '26', '25', '26', '26', '26', '27', '28', '28', '30', '30', '30', '29', '27', '26', '26', '26', '27', '26', '24', '24', '24', '24', '25', '25', '24', '27', '28', '28', '28', '28', '28', '29', '29', '29', '29', '30', '32', '32', '32']	606	693	['25', '24', '24', '24', '24', '24', '25', '24', '24', '23', '24', '25', '25', '22', '22', '24', '26', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '28', '27', '26', '24', '24', '24', '26', '25', '26', '26', '26', '27', '28', '28', '30', '30', '30', '29', '27', '26', '26', '26', '27', '26', '24', '24', '24', '24', '25', '25', '24', '27', '28', '28', '28', '28', '28', '29', '29', '29', '29', '30', '32', '32', '32', '32', '33', '34', '35', '37', '36', '36', '36', '38', '37']
Asclepiasoenotheroides1325-10025	616	683	['23', '25', '24', '24', '25', '25', '22', '22', '22', '21', '21', '21', '21', '21', '21', '21', '22', '22', '22', '22', '21', '20', '19', '18', '17', '16', '15', '15', '15', '14', '15', '15', '15', '15', '15', '15', '15', '14', '15', '14', '14', '14', '13', '13', '13', '14', '15', '16', '17', '17', '17', '19', '19', '18', '19', '20', '20', '20', '19', '19', '19', '18', '18', '19', '19', '19', '19']	606	693	['23', '23', '23', '22', '22', '22', '22', '22', '23', '23', '23', '25', '24', '24', '25', '25', '22', '22', '22', '21', '21', '21', '21', '21', '21', '21', '22', '22', '22', '22', '21', '20', '19', '18', '17', '16', '15', '15', '15', '14', '15', '15', '15', '15', '15', '15', '15', '14', '15', '14', '14', '14', '13', '13', '13', '14', '15', '16', '17', '17', '17', '19', '19', '18', '19', '20', '20', '20', '19', '19', '19', '18', '18', '19', '19', '19', '19', '21', '22', '22', '22', '23', '23', '24', '23', '23', '24']
Asclepiasperennis500-10025	616	683	['14', '14', '14', '14', '15', '14', '14', '14', '14', '14', '14', '14', '13', '13', '13', '13', '13', '12', '10', '9', '9', '9', '9', '9', '9', '9', '9', '9', '8', '8', '8', '8', '8', '8', '8', '8', '7', '7', '6', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '6', '6', '6', '6', '5']	606	693	['14', '14', '14', '13', '13', '13', '13', '13', '13', '14', '14', '14', '14', '14', '15', '14', '14', '14', '14', '14', '14', '14', '13', '13', '13', '13', '13', '12', '10', '9', '9', '9', '9', '9', '9', '9', '9', '9', '8', '8', '8', '8', '8', '8', '8', '8', '7', '7', '6', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '6', '6', '6', '6', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5']
Asclepiasquadrifolia1387-10025	560	627	['31', '31', '31', '30', '31', '31', '32', '32', '33', '33', '30', '33', '32', '32', '32', '32', '31', '30', '30', '30', '30', '31', '32', '32', '34', '33', '34', '34', '34', '33', '32', '32', '31', '30', '31', '29', '30', '30', '31', '31', '30', '31', '30', '30', '29', '30', '31', '30', '29', '29', '29', '31', '32', '33', '34', '34', '34', '35', '34', '35', '35', '35', '35', '36', '37', '38', '38']	550	637	['35', '35', '35', '35', '35', '35', '34', '33', '32', '32', '31', '31', '31', '30', '31', '31', '32', '32', '33', '33', '30', '33', '32', '32', '32', '32', '31', '30', '30', '30', '30', '31', '32', '32', '34', '33', '34', '34', '34', '33', '32', '32', '31', '30', '31', '29', '30', '30', '31', '31', '30', '31', '30', '30', '29', '30', '31', '30', '29', '29', '29', '31', '32', '33', '34', '34', '34', '35', '34', '35', '35', '35', '35', '36', '37', '38', '38', '38', '38', '38', '39', '39', '40', '41', '41', '41', '42']
Asclepiasscaposa977-10025	613	680	['51', '51', '50', '49', '48', '47', '47', '47', '45', '46', '42', '42', '46', '45', '45', '45', '45', '45', '44', '45', '44', '44', '43', '41', '39', '38', '38', '38', '38', '38', '37', '36', '37', '37', '38', '38', '38', '38', '40', '40', '38', '38', '41', '40', '40', '40', '40', '40', '39', '39', '38', '38', '38', '39', '39', '41', '41', '41', '41', '41', '39', '39', '39', '38', '37', '37', '37']	603	690	['53', '52', '51', '50', '51', '50', '50', '50', '51', '50', '51', '51', '50', '49', '48', '47', '47', '47', '45', '46', '42', '42', '46', '45', '45', '45', '45', '45', '44', '45', '44', '44', '43', '41', '39', '38', '38', '38', '38', '38', '37', '36', '37', '37', '38', '38', '38', '38', '40', '40', '38', '38', '41', '40', '40', '40', '40', '40', '39', '39', '38', '38', '38', '39', '39', '41', '41', '41', '41', '41', '39', '39', '39', '38', '37', '37', '37', '37', '37', '37', '35', '36', '35', '35', '34', '35', '35']
Asclepiasstenophylla1417-10025	613	680	['30', '30', '29', '29', '29', '29', '30', '30', '31', '32', '31', '31', '34', '33', '32', '32', '31', '31', '30', '31', '31', '32', '30', '30', '30', '30', '26', '25', '24', '24', '25', '25', '26', '26', '27', '27', '29', '30', '30', '30', '30', '30', '30', '30', '31', '30', '31', '31', '31', '31', '34', '35', '37', '38', '38', '38', '36', '36', '37', '36', '37', '37', '37', '36', '37', '38', '38']	603	690	['28', '27', '26', '26', '24', '26', '26', '27', '27', '29', '30', '30', '29', '29', '29', '29', '30', '30', '31', '32', '31', '31', '34', '33', '32', '32', '31', '31', '30', '31', '31', '32', '30', '30', '30', '30', '26', '25', '24', '24', '25', '25', '26', '26', '27', '27', '29', '30', '30', '30', '30', '30', '30', '30', '31', '30', '31', '31', '31', '31', '34', '35', '37', '38', '38', '38', '36', '36', '37', '36', '37', '37', '37', '36', '37', '38', '38', '39', '39', '40', '41', '39', '39', '39', '38', '36', '35']
Asclepiassubulata423-10025	616	683	['26', '28', '28', '28', '28', '27', '27', '26', '25', '25', '24', '24', '23', '23', '22', '22', '22', '22', '22', '23', '23', '25', '26', '26', '26', '26', '26', '27', '27', '28', '28', '27', '27', '27', '26', '25', '25', '25', '26', '26', '25', '25', '27', '29', '30', '30', '30', '30', '30', '31', '31', '31', '31', '31', '31', '32', '34', '34', '34', '34', '33', '33', '34', '34', '35', '35', '37']	606	693	['27', '27', '25', '24', '25', '25', '24', '25', '25', '25', '26', '28', '28', '28', '28', '27', '27', '26', '25', '25', '24', '24', '23', '23', '22', '22', '22', '22', '22', '23', '23', '25', '26', '26', '26', '26', '26', '27', '27', '28', '28', '27', '27', '27', '26', '25', '25', '25', '26', '26', '25', '25', '27', '29', '30', '30', '30', '30', '30', '31', '31', '31', '31', '31', '31', '32', '34', '34', '34', '34', '33', '33', '34', '34', '35', '35', '37', '36', '36', '36', '35', '35', '35', '35', '35', '35', '33']
Asclepiastuberosa1403-10025	613	680	['38', '38', '39', '38', '37', '39', '40', '40', '40', '39', '40', '39', '38', '39', '40', '39', '38', '38', '38', '38', '38', '38', '38', '39', '39', '39', '38', '38', '37', '37', '38', '38', '38', '38', '39', '40', '37', '35', '37', '35', '33', '33', '33', '33', '33', '34', '34', '35', '36', '36', '36', '36', '36', '38', '38', '38', '37', '38', '38', '38', '37', '37', '37', '37', '36', '37', '38']	603	690	['34', '35', '38', '38', '38', '38', '38', '39', '39', '39', '38', '38', '39', '38', '37', '39', '40', '40', '40', '39', '40', '39', '38', '39', '40', '39', '38', '38', '38', '38', '38', '38', '38', '39', '39', '39', '38', '38', '37', '37', '38', '38', '38', '38', '39', '40', '37', '35', '37', '35', '33', '33', '33', '33', '33', '34', '34', '35', '36', '36', '36', '36', '36', '38', '38', '38', '37', '38', '38', '38', '37', '37', '37', '37', '36', '37', '38', '37', '33', '33', '31', '30', '30', '30', '30', '30', '31']
Asclepiasvirletii476-10025	562	629	['8', '8', '8', '8', '8', '8', '8', '8', '8', '7', '7', '6', '6', '6', '6', '6', '7', '7', '7', '7', '6', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '9', '9', '9', '9', '9', '9', '9', '9', '9', '9', '9', '8', '9', '10', '10', '10', '10', '9', '9', '8', '8', '8', '8', '8', '8', '8', '8', '9', '9', '10']	552	639	['9', '9', '9', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '7', '7', '6', '6', '6', '6', '6', '7', '7', '7', '7', '6', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '9', '9', '9', '9', '9', '9', '9', '9', '9', '9', '9', '8', '9', '10', '10', '10', '10', '9', '9', '8', '8', '8', '8', '8', '8', '8', '8', '9', '9', '10', '10', '10', '10', '10', '10', '9', '10', '10', '10', '10']
Gomphocarpusphysocarpus957-10025	557	624	['20', '20', '21', '23', '21', '21', '21', '21', '21', '20', '20', '19', '20', '19', '20', '19', '18', '18', '18', '18', '18', '19', '19', '19', '19', '19', '19', '19', '19', '18', '18', '18', '18', '18', '18', '18', '18', '19', '19', '19', '19', '19', '18', '18', '18', '20', '20', '20', '21', '22', '23', '23', '23', '22', '21', '20', '20', '20', '19', '18', '19', '21', '21', '22', '21', '20', '20']	547	634	['22', '22', '22', '21', '21', '21', '22', '22', '22', '21', '20', '20', '21', '23', '21', '21', '21', '21', '21', '20', '20', '19', '20', '19', '20', '19', '18', '18', '18', '18', '18', '19', '19', '19', '19', '19', '19', '19', '19', '18', '18', '18', '18', '18', '18', '18', '18', '19', '19', '19', '19', '19', '18', '18', '18', '20', '20', '20', '21', '22', '23', '23', '23', '22', '21', '20', '20', '20', '19', '18', '19', '21', '21', '22', '21', '20', '20', '20', '20', '20', '20', '20', '19', '21', '20', '20', '20']
Stathmostelmafornicatum72012-10025	420	433	['2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	410	443	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '2', '2']
euphorbiifolia72014-10025	530	597	['17', '17', '16', '16', '16', '15', '15', '15', '14', '14', '14', '14', '14', '13', '13', '13', '12', '12', '12', '11', '11', '11', '11', '8', '8', '7', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '7', '7', '7', '7', '8', '8', '7', '7', '6', '6', '5', '5', '5', '4', '4', '4', '5', '5', '5', '5', '5', '5', '6', '6', '6', '6', '6']	520	607	['19', '19', '19', '19', '18', '19', '19', '19', '19', '19', '17', '17', '16', '16', '16', '15', '15', '15', '14', '14', '14', '14', '14', '13', '13', '13', '12', '12', '12', '11', '11', '11', '11', '8', '8', '7', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '7', '7', '7', '7', '8', '8', '7', '7', '6', '6', '5', '5', '5', '4', '4', '4', '5', '5', '5', '5', '5', '5', '6', '6', '6', '6', '6', '6', '6', '7', '7', '6', '6', '6', '7', '7', '9']
linaria720006-10025	497	564	['8', '8', '6', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '6', '6', '6', '6', '6', '6', '7', '7', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '9', '10', '10', '10', '10', '9', '9', '9', '9', '9', '9', '9', '9', '9', '10', '10', '10', '10', '10', '10', '9', '9', '9', '9', '9', '9', '9', '9']	487	574	['5', '5', '5', '5', '5', '7', '7', '7', '7', '8', '8', '8', '6', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '6', '6', '6', '6', '6', '6', '7', '7', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '9', '10', '10', '10', '10', '9', '9', '9', '9', '9', '9', '9', '9', '9', '10', '10', '10', '10', '10', '10', '9', '9', '9', '9', '9', '9', '9', '9', '10', '10', '10', '10', '8', '8', '8', '8', '8', '8']
puberula72004-10025	469	515	['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	459	525	['6', '5', '5', '5', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']
viridis72007-10025	467	467	[]	457	477	['2', '2', '2', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '4', '4', '4', '4']
>Example/fasta_files/Example.fasta	1188	1280
Asclepiasaffstandleyi1321-10025	1186	1278	['48', '49', '50', '49', '49', '45', '45', '45', '45', '45', '44', '44', '44', '42', '42', '43', '42', '43', '43', '44', '43', '43', '43', '42', '42', '42', '42', '41', '39', '38', '39', '39', '39', '41', '41', '42', '42', '41', '39', '40', '40', '41', '41', '39', '40', '40', '40', '39', '38', '40', '40', '40', '41', '40', '40', '40', '39', '38', '38', '38', '37', '38', '38', '36', '36', '35', '35', '37', '39', '40', '39', '40', '42', '41', '41', '41', '40', '40', '39', '38', '38', '38', '39', '39', '39', '39', '40', '41', '41', '41', '40', '39']	1176	1288	['50', '50', '50', '49', '50', '50', '49', '50', '50', '50', '48', '49', '50', '49', '49', '45', '45', '45', '45', '45', '44', '44', '44', '42', '42', '43', '42', '43', '43', '44', '43', '43', '43', '42', '42', '42', '42', '41', '39', '38', '39', '39', '39', '41', '41', '42', '42', '41', '39', '40', '40', '41', '41', '39', '40', '40', '40', '39', '38', '40', '40', '40', '41', '40', '40', '40', '39', '38', '38', '38', '37', '38', '38', '36', '36', '35', '35', '37', '39', '40', '39', '40', '42', '41', '41', '41', '40', '40', '39', '38', '38', '38', '39', '39', '39', '39', '40', '41', '41', '41', '40', '39', '39', '38', '38', '37', '38', '38', '39', '39', '38', '37']
Asclepiasalbicans003-10025	1186	1277	['19', '19', '19', '18', '18', '18', '18', '18', '18', '18', '18', '18', '18', '17', '20', '20', '20', '20', '20', '20', '20', '20', '19', '19', '19', '20', '20', '20', '20', '20', '21', '21', '20', '19', '18', '18', '16', '16', '16', '16', '16', '16', '16', '16', '16', '16', '15', '13', '13', '13', '13', '13', '14', '14', '14', '13', '13', '13', '12', '14', '11', '10', '10', '10', '10', '10', '10', '9', '9', '9', '9', '9', '9', '9', '9', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8']	1176	1287	['20', '20', '19', '20', '20', '20', '20', '20', '19', '19', '19', '19', '19', '18', '18', '18', '18', '18', '18', '18', '18', '18', '18', '17', '20', '20', '20', '20', '20', '20', '20', '20', '19', '19', '19', '20', '20', '20', '20', '20', '21', '21', '20', '19', '18', '18', '16', '16', '16', '16', '16', '16', '16', '16', '16', '16', '15', '13', '13', '13', '13', '13', '14', '14', '14', '13', '13', '13', '12', '14', '11', '10', '10', '10', '10', '10', '10', '9', '9', '9', '9', '9', '9', '9', '9', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '9', '9', '9', '7', '6', '6', '6', '6']
Asclepiasamplexicaulis1401-10025	1186	1278	['39', '40', '42', '42', '41', '41', '42', '43', '41', '42', '43', '41', '40', '41', '42', '42', '42', '42', '43', '43', '44', '44', '44', '45', '46', '44', '45', '45', '44', '47', '46', '46', '45', '44', '45', '45', '45', '46', '46', '46', '47', '48', '48', '48', '50', '50', '51', '50', '50', '50', '50', '50', '49', '48', '47', '47', '44', '43', '42', '43', '43', '43', '42', '41', '40', '39', '40', '42', '40', '39', '40', '40', '39', '40', '40', '40', '39', '38', '38', '40', '41', '41', '39', '38', '39', '38', '38', '38', '39', '38', '37', '37']	1176	1288	['42', '41', '44', '44', '44', '43', '43', '43', '41', '39', '39', '40', '42', '42', '41', '41', '42', '43', '41', '42', '43', '41', '40', '41', '42', '42', '42', '42', '43', '43', '44', '44', '44', '45', '46', '44', '45', '45', '44', '47', '46', '46', '45', '44', '45', '45', '45', '46', '46', '46', '47', '48', '48', '48', '50', '50', '51', '50', '50', '50', '50', '50', '49', '48', '47', '47', '44', '43', '42', '43', '43', '43', '42', '41', '40', '39', '40', '42', '40', '39', '40', '40', '39', '40', '40', '40', '39', '38', '38', '40', '41', '41', '39', '38', '39', '38', '38', '38', '39', '38', '37', '37', '37', '37', '37', '36', '37', '37', '37', '37', '37', '37']
